id	type	organization
org_c2JRVh7qDnBHbTZXwhcn	2	Prime Synthesis, Inc.
org_C2jxHmCSwhuS7bJIyaec	2	Innovative Hearth Products, LLC
org_c2kWUzhLQl2l0F1yOOBS	3	Coralinda Trading Corporation
org_C2laFqbIoj8vsbXAvNoY	3	Arkel Overdesigns
org_C2n2IKgp43ymzUuKtG0U	3	TAIZHOU DAJIANG IND. CO., LTD.
org_C2Pv1gnk4M2H6qGpfFru	3	TOYOTA TECHNICAL DEVELOPMENT CORPORATION
org_C2qrL63Fe7W3QGmQFaKI	3	Haiso Technology Co., Ltd
org_C2ukdL2YMoxhZdGSFowv	3	Sony DADC Corporation
org_c2wA8gCGDgIpzYes4LMb	2	Industrial Revolution, Inc.
org_C2Zkeok3CykaS7OkWcWb	3	CHIRON-WERKE GmbH & Co. KG
org_c31NGnfbDr4cfZacDgJ1	3	Groupe Ledel Inc.
org_C38MK2h2hTJoX6lNZErY	3	Kuwasaki Jukogyo Kabushiki Kaisha
org_C3asXpN82puZZwwPoneY	3	Universitat Heidelberg
org_c3Cfc3CQJRbQebvo2Hra	2	VMIX Media, Inc.
org_c3CsOqTYxDPgUzC1acQC	2	Ivan Faul
org_C3gHEttnFH3yabU937NT	2	CVP Systems, Inc.
org_C3GlWhV9REilA86J7OEN	3	A. Richard Tools Co.
org_C3iwffGL4k2Z2Mnidnzn	2	RemMetrik, LLC
org_C3izu27t6r9iSZjYKtdu	3	Trend East Yugen Kaisha
org_c3Jk6pUEI4jIy111dyTn	3	Fairchild Korea Semiconductor Ltd.
org_c3klWfXtpaz74DysSOTS	2	Jennerex, Inc.
org_c3kmJhAmsUmN2W1P5CaK	3	AVG Technologies N.V.
org_c3n254AA3pdi86D4FFcr	2	Array Portfolio LLC
org_C3nIbDUc6typlA72crP1	2	Electron Systems & Software, LLC
org_C3NP4BEyeAmy0UrKjVBc	3	Alstom Transport SA
org_c3QyVSg9JqeLrioQ2pjS	2	Electra-Lock Fence Systems, Inc.
org_c3r3osuKAEHwiEtxiLiL	2	Laars Heating Systems Company
org_c3Syht8EergVwzVS9uQj	2	Fabco Industries, Inc.
org_c3tG650p8G0Z1OKybXgJ	2	Strategic Rail Systems Company
org_C3VDu2XBHquXv9fRIBzn	3	ArcSoft (Shanghai) Technology Company, Ltd.
org_c3Vk0vyq59b4doahv1mB	3	Kabushiki Kaisha Ohara
org_c3WpiP0135SiNMlkgKMr	3	AMI - Agrolinz Melamine International GmbH
org_C3zW7882Ifa35Os7NRtO	2	Global Truss America, LLC
org_C415CY7wePS29Xkdjvvb	3	Atopix Therapeutics Limited
org_c43o1Mtrb0BUVKTEPi5x	2	The Dannon Company, Inc.
org_c47z1i91e6ocpuE9vvpY	2	Neurobrands, LLC
org_c4a1DMSvmCgK0AbB3Wqd	2	Abbott Medical Optics Inc.
org_c4ABpPQUzHYZtt1s4oIe	2	Voelker Sensors, Inc.
org_C4CVAKgs39zjq9qC4oNB	2	Crider Americas Solar, LLC
org_C4dJ7lYST8ooFFs0ikwK	2	Selecta Biosciences, Inc.
org_C4EBbJY2H2oluxMYxzOa	3	Mega Act Technologies Holdings Ltd
org_c4EzmEmtglcHIHasz70b	3	APEIRON BIOLOGICS AG
org_C4hs9i4PvXHtZahTk470	2	Contour Technology, LLC
org_c4HxIgHpYQiR7UvW0Q0I	3	Jatco Ltd
org_C4I9Y0SbhgZ16BcXba7o	3	Kühne Jungpflanzen Claus + Torsten Kühne GbR
org_C4jW8r0QEKqxXWuPr1UQ	2	Grace-Comp Systems, Ltd.
org_C4LKzrcvXCGclFyDQDFb	3	Thrasos Innovation, Inc.
org_c4lyGlIi2se4DpXF0L4J	2	ClearStak LLC
org_C4n6RX6nWE71JTO0BoFV	3	Julius-Maximilians-Universitaet Wuerzburg
org_C4OBmgfVKAQj6eIzkLhz	3	Lostam Pharmaceuticals Ltd.
org_C4qgSASrUd4uHpecVuKp	3	Nov Worldwide C.V.
org_c4T9sMvhTjTurgeJN7eK	3	Rahrbach GmbH
org_C4tXQoL9vbhHuZ8kCzon	2	Dakota Manufacturing Co., Inc.
org_c4U4GAjIYpSJ3WV4CKwx	2	Spoonjack, LLC
org_c4uqiQ3ainb3eslgKXdT	2	PoroGen Corporation
org_c4vnqDMgPL3PxOmYPHd4	3	University of Ottawa Heart Institute
org_C4vVlYzmZOjxHB9a8gQM	2	The Pullman Company
org_C4WK7Q2QvzFvIz1NkCyX	2	WORKSAFE TECHNOLOGIES
org_C51AZIuJWCkhkYQ94RKK	2	Arroweye Solutions, Inc.
org_c5a04y9JpnvsqN8CHKw2	2	IPS Corporation
org_c5ARHj2KUDFHgxRteq2n	3	Gitzo S.A.
org_c5B6kRC0tDMrSoCiDpH2	3	LVMH FRAGRANCE BRANDS
org_c5eYkpCT97atl4wBEiiM	3	Molycorp Minerals Canada ULC
org_C5FGei1Z5zYuQ94oOMtI	3	Deutsches Zentrum fuer Luft- und Raumfahrt E.V.
org_c5hp45yisjqFFLi6wX8R	3	Valentino S.p.A.
org_C5HQjrqCG76Wj2LDzgOR	3	Kofulso Co., Ltd.
org_c5I6Xayke4jrMpkR3Ix8	2	Excel Modular Scaffold and Leasing Corporation
org_c5INAo1onT8USYmNZN2G	2	Nano Mist Systems, LLC
org_C5jJGuybhy34ZrPJmRz7	3	VOCCO GmbH
org_c5MW3kfllJOHMwzwFRaH	3	FORT HILLS ENERGY L.P.
org_C5NaCWOHau3fVbw3jgOU	3	In-Webo Technologies S.A.S.
org_c5opNoRjyz3MLK53hxaM	2	VGX Pharmaceuticals, Inc.
org_C5oVcER6RQwrpF3ph2KC	2	Pandora Media, Inc.
org_c5P7VqauQpfUcbbTB53l	3	Bubblepix Limited
org_c5PSHAwYMmcZ6g8YLlGl	2	Intirion Corporation
org_c5RGmyz3kwP20q4d9O7T	2	Sigma Designs, Inc. 
org_c5s2Z6R8hYPpFxkZH3nG	2	Xlear, Inc.
org_C5S2ZeVuzuQTMrITIpr0	3	Tipper Tie Alpina GmbH
org_c5S2ZjMDERD9skf6sKNo	2	Rantec Power Systems, Inc.
org_c5SaFv22Pzu7pZ2JsBvx	2	GATAN, INC.
org_C5UlCQs8PoWS76hCEuIK	3	Polycorp Ltd.
org_C5utLyzSnpsTPkdYgyEa	3	1196501 Ontario Inc.
org_C5v58o9xbMpcTziUk0og	2	SurgiQuest, Inc.
org_c5wkAB94pinsBRBK8GZ5	2	Southern Ute Indian Tribe
org_C5wQfRmmfJB5X566NdBv	2	Innovative Dispensing, LLC
org_c5xHZgbA76Qo3vc5m4Cr	3	Glaston Services Ltd. Oy
org_C5YF5voHVEHZBKUfhsnd	2	Mountain Top Digital, L.L.C.
org_c60mietI3hvUHIXGaXGW	3	Shenzhen Jiawei Photovoltaic Lighting Co., Ltd.
org_c68RN9SuHFUnmau3VZlo	2	Linear Motion, LLC
org_C6aherd380zyVFj1v8R3	2	ZMS Technologies Inc.
org_c6brKZRKekekjZMcrSUq	2	ThinCI, Inc.
org_c6BvndaJrbIBqYeNujow	2	Waddington North America, Inc.
org_c6DbTuCLlIRv7N4TNJms	2	Metrex Valve Corp.
org_C6HyuAesrIZEsIjpmUlw	2	Pramac America LLC
org_c6K1sfanNgbI41wqclsl	2	Ice Magic Holdings, Inc.
org_c6KIoIb1dYq9el6kEmNS	2	ATRP Solutions, Inc.
org_C6MpUkAC8OVjzdGDjlUS	2	Napo Enterprises, LLC
org_c6N1FqZOE5RD1oQcdIpC	3	Osran Medical Technologies, Ltd.
org_C6OVNhipD0Af5kSj1pSr	3	ECCO Sko A/S
org_C6Pvin7azWp3fZ9R5zYe	3	Ocean and Earth Productions Pty Limited
org_C6QbHJhaxBr9ECVlwtup	2	Ionwerks, Inc.
org_c6R5l1gtI08uE5wkOBNN	2	Mobile Medical International Corporation
org_c6TJCDouqHk6g6H5CiuJ	2	Trustees of Boston University
org_C6wpHe4Ap399bpuzRPoH	2	JLB Ventures LLC
org_c6XwjxVqwGdjvC1M668g	3	LITEK ENTERPRISE CO., LTD.
org_C6zx2vPQ9hPfiPblDDcH	3	Ubeeairwalk, Inc.
org_C73PO4rahvWSuBZVCMlT	3	Hydrogenics Corporation
org_C74cO04v7pz9k8Uh5awX	2	Giftzapz, LLC
org_C758pG0xEehFSF8Xijpi	2	BioTheryX, Inc.
org_C7BRMrICsC64hHL3CH6b	3	Clerprem S.p.A.
org_c7c5eVlU9smWmnX34jDg	3	Saint-Gobain Glass France
org_C7CZhmKDRjP8VPtEiogd	2	CrossRope, LLC
org_c7D9O9oWlxkaPbrSLyR8	2	University of Cincinnati 
org_C7ELK0pH8q1OPmwOzEu2	3	LANXESS DEUTSCHLAND GMBH
org_c7EQlIj9nQT2KKsJXkFD	2	Fasst Products, LLC
org_c7iLNj0MIeDlGW4fhcFp	3	Entreprise T.R.A. (2011) Inc.
org_C7jVqQRKJ4Ws89AsBLjX	2	Tekla Pehr LLC
org_c7K8RdqfLLrVV4WrL4mt	3	Compania Vidierera, S.A. de C.V.
org_c7L1dj7X4NT7ZtLluOwW	3	Star-Reach Corporation
org_c7l28cIWmSssJJyMjiAq	2	Micorn Technology, Inc.
org_C7LUUlewpgg8p97Fi7Uu	3	WECHAT INTERNATIONAL PTE. LTD.
org_C7nYUrqkyg2IPqOPo4Sp	3	Molnlycke Health Care AB
org_C7p4yFJjgYWffjt8En2x	3	MOM's A/S
org_C7P6igHv1I3lg9PFUQOA	3	Cyclotech Limited
org_C7pEawEBsbnOaWHG2xS7	2	KREG ENTERPRISES, INC.
org_C7SqAZ8aMA6vFQw061Hv	3	KAMTEC INC.
org_c7U8xbGAdQiOlRkw1yrt	3	Siemens Fuel Gasification Technology GmbH & Co. KG
org_C7VZDQm7qS9nq4Qc9XXe	3	Austem Co., Ltd.
org_C7WiAGChVSdsqyXr2yCU	2	Metis Secure Solutions, LLC
org_C7y2SpasyWDcTG0PyEBo	3	EYECUE VISION TECHNOLOGIES LTD.
org_c7yCH8edPiwB6kno13gZ	3	Saurer Germany GmbH & Co. KG
org_c7yK4fd4FCV8vEO9rlbZ	2	Veyance Technologies, Inc.
org_C7YlC16C78evlIftIaz8	2	NFT Industries, LLC
org_c7zJYgSE3jZLSrTAzlKg	3	Guangzhou Baier Cold-Chain Polyurethane Technology Co., Ltd.
org_c7zvGDNLDDSZymRKyFop	3	State Grid Electric Power Research Institute
org_c84tUkOntpaWOyMQ9vXJ	3	BBS GMBH
org_c8BFkFXQjpl5nsLniLqy	3	The Ritsumeikan Trust
org_c8BltIszqHprFTgXsGEX	2	GCCM, LLC
org_C8ctK5ue3rqC2rleT6PT	3	Conser SpA
org_c8DgSXdS7YBZqs2rXcna	3	NEXVIVO CO., LTD.
org_c8EGwNrse5SPCNfm1nH9	3	Domino Printing Services PLC
org_c8F4l8W9eAGtFASkLTiQ	2	TriFold, LLC
org_C8fQblHL0HamZOEI8eTP	3	Anergis S.A.
org_c8gjnQPqMhHylV2hi8uw	3	Renn Mill Center Inc.
org_C8JauJ0h2cD49jCpi6jp	2	Maui Toys, Inc.
org_C8jObzS6Xmjgq4I9q15e	3	Instytut Biotechnologii I Antybiotykow
org_C8JZKQ8sdzKDQt0eEdCd	3	AB Hammarprodukter
org_C8mAxBuQ2yFHpZTRiRnC	2	Theatrics. com LLC
org_c8MIdbBIzxbXZkldqAd9	2	Everset Technologies, Inc.
org_c8NI5HHtFVU614lzdjKc	3	SHL GROUP AB
org_C8NUAYkr6bbsDEIZAmYx	2	Peerless Network, Inc.
org_C8OkKFfyHp2e6HMeXRa0	2	URETEK USA, INC.
org_C8SFYjDnj7ySl6t3ySwG	3	Helmholtz-Zentrum Geesthacht Zentrum fur Material-und Kustenforschung GmbH
org_c8sW7mLUsbNTzM7xZMl8	2	Advanced Renal Technologies
org_C8UcoG2F6iXNckefe7G5	2	Abbott Diabetes Care Inc.
org_c8UHbYxrtWKkPMUpkN3S	2	C. Cretors & Company
org_c8WDWJwxqQ7ZBZ71uXPo	2	Firetide, Inc.
org_c8wQyQBXCQ2jLL1TwMZF	2	Sang Lads, Inc.
org_C8Y8cZ1VpGKAzUY2ZY9w	2	Gala Industries, Inc.
org_c8ZByEgZRQyXkpoarYV3	3	INDIAN INSTITUTE OF TECHNOLOGY MADRAS
org_C91dS2tIHLDjXpPMn9mv	2	Wavestream Corporation
org_c95YwAdRoDGbiwo5Dj8m	3	APPLIED RECOGNITION INC.
org_C97AAmF3zUOGiT4OHEsW	2	Mitsubishi Electric Power Products, Inc.
org_C98RaBVRwnlOZp3xjlqD	3	First Leadway Limited
org_C9B3AUMv7obgLSps9GOM	2	Veterinary Implants Direct, LLC.
org_C9cOJEvlz5lOD0AoiPIy	3	Jos. Schneider Optische Werke GmbH
org_C9ge3GvuzOYBLhuaZY19	3	PRIME POLYMER CO., LTD.
org_C9ilFC1qy1w7xi1dLpY1	3	Planmeca Oy
org_C9imoX0Wt40vHO2UDGUj	2	Future Fuel Chemical Company
org_c9IwqRbqLxc7nG5AXNtw	2	The Viking Corporation
org_c9KBhQ4v6yPrBnTmXhXb	3	Synapse Electroceutical Limited
org_C9mTdalrjld5RPv1BxzK	2	The L.S. Starrett Company
org_C9o5gmQ7XK68DEFnajeC	3	CARDIOBRIDGE GMBH
org_c9QRNPDHt4zaRqCZNn4S	3	Zoragen Biotechnologies LLP
org_c9r5dzT5RbXyZuW08QD3	2	Zonamovil, Inc.
org_c9RSXMV5I9stzeW2Q4xH	2	Board of Trustees of Michigan State University
org_C9soYqeFeR10nigdRCf4	3	Energy Korea Inc.
org_c9U41LjfQHteBrvG3CKS	2	SentriLock, LLC
org_C9yMS6meMmgRAJYxvhM5	3	Planmed Oy
org_C9zuxPZJWBFjzhj2fPft	2	Hallco Industries, Inc.
org_CA2Z1A6k5XGNtsK2EbP1	2	Saint Joseph's Translational Research Institute, Inc.
org_CA4WSRxNEXXA0OVhC7Q2	2	Clingo.com LLC
org_cA8wBetZZ43VmV21i37l	2	Welkins, LLC
org_CABbQKG7KWGvr82LKjiC	3	C. & J. Clark International Limited 
org_CAC6A88blt4DWWNs9yOv	3	SHENZHEN AEE TECHNOLOGY CO., LTD
org_CaClMbekZGH2eRhTfTNY	3	JONE-SHOU INDUSTRIAL CO., LTD.
org_caDA5Vkxmo9tIxv9edL9	3	Bundesdruckerei GmbH
org_cAgSBQjbxpd5u57rqt3e	2	Kenyon International, Inc.
org_CaHygAqXYiMuQIRKZHHi	3	ON Semiconductoc Trading, Ltd.
org_cAJ33rjZ5DpyPKGPA4lc	2	TOPIX LLC
org_cAJjyAvHiMFuLn0OamfK	3	HERE Global B.V.
org_cAjv6pSQfhrrDuw7JuVu	2	SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC
org_CAkeIB6qyPpslpGO8Y4t	3	Shenzhen Taishan Online Technology Co., Ltd.
org_CAkq2MzPOb02kb5E4nhI	3	MAGSWITCH TECHNOLOGY WORLDWIDE PTY LTD
org_caLiXuh79SOdhOBXoyzi	3	ESW GmbH
org_cAlLSdKqD4pSl6GCVC8W	3	SONOBEX LIMITED
org_cALwL1iiPLBdZtwNMmXa	2	Bioworld Merchandising, Inc.
org_camPfj8THuKd9z86kP6c	3	FRITO-LAY TRADING COMPANY GMBH
org_CAP1GeTnZUUZNk88QoC9	2	Switch Vision LLC
org_CAPKisQ5iHOsS4406Y8M	3	Orthorebirth Co. Ltd.
org_CaPzLeWHXxmxe9T4GeW0	3	Freund Corporation
org_caq4GqLI4Pp13OzujqLI	3	Daikyo Seiko, Ltd.
org_CAQodpZba3UQWKHqKHXo	3	KONGSBERG OIL & GAS TECHNOLOGIES AS
org_caReRQEvAYc2fPgzcDJj	2	Armament Systems and Procedures, Inc.
org_CAtcnxd3S4LKFsjW1X8n	3	Rheinische Friedrich Wilhelms —Universität Bonn
org_CATcYAJc0TovMEBSoZgU	2	L. Perrigo Company
org_CaTogWtfcq4Wq66RBjLs	2	Air Vent, Inc.
org_CauEi1z0bPpObynSt3bN	2	The Wax Company, LLC
org_caXb9PCeWeOxGjjKhyhu	3	VARTA Microbattery GmbH
org_CaYgXfhOWZ7aOLhs6JcM	2	nComputing Inc.
org_cAYWjDR2PObrkLVMhLyi	3	IMT Partnership
org_cb0dttGl0pZsYnAXhUKI	3	Riken Technos Corporation
org_CB2V4HWTaJsPdMMQatNr	2	TQ DELTA, LLC
org_cb6HtWzJNhD9p7aCj5Mk	3	Himax Semiconductor, Inc.
org_cB7RrmlqpyiEDV0sdQAT	2	Python Safety, Inc.
org_cB92yYbDOL69sRNVqy4d	2	Liavatec Corporation
org_Cb9gmvnEdaQj9WRnNQKV	2	VAREL INTERNATIONAL IND., L.P.
org_cBBA6dEEe2F8MTarGgKC	2	Analog Bits Inc.
org_cBbhzb0V75KlR8ZfUhgF	2	TIBCO Software Inc.
org_CbbSkxVb1iFQEJNlk5OM	3	Ramco Systems Limited
org_cBBz8t7gcWWUA9mq7WhK	3	Bone Tone Communications Ltd.
org_cBCLfJQKH58kHl4R6LWu	2	Lattice Incorporated
org_CBDIsoJmfCcovvDzMazN	3	Dynamit Nobel Defense GmbH
org_cBej5nvib7NyTWyHcsKe	2	Clear Skies Unlimited, Inc.
org_CbelmtspFptgCxczRU51	3	Armorlink SH Corp.
org_CbemcQcEqxTaRThhuLC1	3	Institut National de la Sante et de la Recherche Medicale (Inserm)
org_cbEs3DPskeoNtKTEHkEP	3	JÖST GmbH
org_cbfcM9VtrvSjJW02rNvT	2	Tarsus Medical Inc.
org_CBfmroFTBo3Pj6cxDF3N	2	NUWAVE, LLC
org_CBgVxeWZtthLL4MKMgxH	2	Sensor Electronic Technology, Inc.
org_CbI9F67URyBIRMKprvg3	2	Webtech Services, LLC
org_cBJgnJPByLY97iJBj2iP	3	Murata Manufaaturing Co., Ltd.
org_CBKiXJtHnSd2AoaoTwbs	3	BOMBARDIER RECREATIONAL PRODUCTS INC.
org_cBkubIQ0kS3Jw94osJOV	2	Enerdel, Inc.
org_CbLdp6HOR5qN06goCwoF	2	Sandia Corporation
org_cBNjbyBUDtP2rZnMCaVu	3	SENNHEISER COMMUNICATIONS A/S
org_cbNJk03kgSGF9YjgoWDE	2	Celladon Corporation
org_cBoPcTHpSAB5RHK84k5H	3	POLI Costruzione Materiali Trazione S.R.L.
org_CBq2DH0wFLHmLAf5dzJJ	2	Icore International, Inc.
org_CbQdb4SxKGWNAeqlJjEs	2	Greenray Inc.
org_cBqG4mvJWRUXtjvsR6om	3	Korea Institute of Energy Research
org_cbRnIwir4kTv5SgBHd83	2	Pile Dynamics, Inc.
org_CbRs3ya3ViDxG5rWPFVe	2	Southwest Sciences Incorporated
org_cbsKl80GTWvos7dBdsHc	3	A.T. RESOLVE SARL
org_cBtIgTR85m5TpW1bbVdh	3	SFC CO., LTD.
org_CbTKRCwKJp3LB6FAkxt0	2	Farm and Ranch Technologies, LLC
org_CbtonT9RLUkzRcXfON6o	3	Balanced Day Bags Inc.
org_CbunhUbSIwNDx1K4LL8D	3	Natsume Co., Ltd.
org_cBvi6QJCXYapfhhdQofE	3	Centrotherm Photovoltaics AG
org_CBVnSKDd7oTsJDcrMxJc	3	Buck-Chemie GmbH
org_CBVZbvJRFvkECZpetMK7	2	Milestone Entertainment LLC
org_cBwG5enQkg0AEXBqjKf2	3	Polytec GmbH
org_cBwGq7QelPZm9e9kShKE	2	Iron Ally, LLC
org_cBXdBIZHbla28JMYIzn2	3	Shanghai Institute of Materia Medica, Chinese Academy of Sciences
org_cBxXKD9bW5xZg4muqrHQ	3	ScanWell AS
org_CBzqumU2GKlYgRfg1BND	3	Ragasco AS
org_Cc01clN3dsROjTWFzoy3	2	Arena Dust Control Innovation, LLC
org_CC5HDC1y0ul3nZQYgVn3	3	Forensic Technology Wai Inc.
org_Cc5s21rFstyDucN61ciI	3	SINYU TECHNOLOGY (FUJIAN) CO., LTD.
org_cC6zwDHZg784fs7EDcnI	6	The United States of America, as represented by the Secretary of Commerce, NIST
org_cc8VVZcXXiDlMPONZfpV	3	Nohmi Bosai Ltd.
org_ccavPqFz3p40BuBuk0Uy	2	CRANIAL TECHNOLOGIES, INC.
org_Ccbshg6nRVtHSaYL5pyv	2	Oculus Innovative Sciences, Inc.
org_Ccbwy5OQBZZujXKBkmKp	3	ASAHI SEIKO KABUSHIKI KAISHA
org_CCCkSaVnQ3cAltXhuZoz	3	Imbolex Engineering GmbH
org_cCcYrssR06HRfNPhwTFQ	3	SANGENIC INTERNATIONAL LIMITED
org_cCD27JtUb5Ct7jYaZv4T	3	Bayer Aktiengesellschaft
org_CCdP9JjAoU6ELj2iDIr1	2	Linde Process Plants, Inc.
org_ccEgr9JfXnm5LE5tPF3h	3	Nippon Steel Chemical Co., Ltd.
org_ccEzXpwAbXCZlzvg4w9K	3	Biolux Research Ltd.
org_ccFhK3dAuTdWEPzJtyc4	2	GREENWAVE SCIENTIFIC, INC.
org_ccgLVtrSEB4GASS5d6Fh	2	Persimmon Technologies Corporation
org_CCGOpSLHLlKq6Cjk9ACA	3	Utechzone Co., Ltd.
org_ccGOvhSPQkriecjjKlJr	3	BURY SP.Z.O.O.
org_CChD9cah080m44E9psgB	2	Sprayground LLC
org_ccinmLyJ3d3TVZCUicYL	3	AUTOTECH ENGINEERING A.I.E.
org_CcJ90i31l5XeUC0WKPa7	3	GRAFF DIAMONDS SA
org_ccjbod5uDtWqdAyluK6h	3	Innova Products Limited
org_CCjkwRq37UUbdkBn7aNH	3	E-MAKE Co., Ltd.
org_CCKfiwIEKllrqEp3IbVr	3	FLEXOPACK S.A. PLASTICS INDUSTRY
org_CcKSAXcMtLn4UoKMc8jr	3	TECHNIP FRANCE
org_CclEPWUAweKsofkmAitz	2	O.F. Mossberg & Sons, Inc.
org_CCLOLBu8M2m3rVybPYiI	2	Thundershirt, LLC
org_CCLzbFsIqI8l6E1IBdDO	2	Ball Corporation
org_cCMh1un8seerrIDwTwQk	3	Griffith Hack
org_CCN985E2qYJW7Wa9jhrH	3	Ceravision Limited
org_cCNnZ94fZJlMEJOA8wem	3	Noroo Holdings Co., Ltd.
org_cCo3lylcUIDnUoCbC12y	3	Mascoma Canada Inc.
org_CcO7Zv5gpAy6BmI5R3Qq	3	A-NTE (AERO-NAUTIC TECHNOLOGY & ENGINEERING)
org_CCOTnLm2jPnk60WbBuHE	3	Sistema Plastics Limited
org_ccovjiy0yHOh7v33lmGu	2	Diablo Racing Inc.
org_CcqBRurZe5zZTEra8y2g	2	R. A. Jones & Co. Inc.
org_CcQIGoBjcosgt9wte18o	2	Automatic Handling, Inc. 
org_CCQXkF7MfrDRQvadVnO5	3	Yugengaisha Sun World Kawamura
org_ccsABnZqOkOhrnhQQlbm	3	Sidense Corp.
org_ccSJEGk5q0TfOaRpuzU1	3	C.R.F. SOCIETÀ CONSORTILE PER AZIONI
org_ccSlE3W2ILGMllpQHgKA	3	ResMed Sensor Technologies Limited
org_ccsVA7covGJShXG5F9uu	2	Leeo, Inc.
org_CCu86h8qB2RnzONY5fF8	2	BioMimetic Therapeutics, LLC
org_CCunYI09yT39MhonNIJb	2	Cello Partnership
org_CcVrplSUYmf0omzD5yoy	2	Picasso Lures, LLC
org_ccWv6uA61tm14KyTiX44	2	Optiscan Biomedical Corporation
org_cCxelajIuTIs1J9ClwAf	2	Siemens Product Lifecycle Management Software Inc.
org_CCXFyMLut2wRB7VoSn0o	3	Wargaming.net LLP
org_ccXR1Gq6lVHOrHYfJtj5	3	Biedermann Technologies GmbH & Co. KG
org_CcYkGPM82IOdC7UbOfiK	2	Bowed Acoustics
org_ccYtmU7YknPzryNZ37FJ	2	Globalstar L.P.
org_cCYUvWpd7IgHa8zOXvEW	3	GANZ
org_cCYyUEUICTKXPSjgAcWx	3	LiveU Ltd.
org_CCZJ0zuJa4MUBcHALuvI	2	TriVantage Solutions, LLC
org_CcZjsd75lVwRIdo0Qv8f	2	Sun Taiyang Co., Ltd.
org_cd0H2661LdoGp0wYYNLU	3	DOLMAR GmbH
org_Cd1x8dgGUET0mJFmdcni	3	FISKARS FRANCE SAS
org_CD21YxXbGMaldJcnAIqk	3	Toymonster International Limited
org_cd3KvC4ucN8C32V6yGG8	2	Gunhide Properties, LLC
org_cd3ssnyRELo9hFWw09wd	2	Development Resources of Iowa, Inc.
org_cD3zSXYi8KqF1iQfnki3	3	Future Injection Technologies Limited
org_Cd5mWc1pnnpvdRvz02YK	2	Prince Castle LLC
org_CD7bWBm5fOWGoZybZxWH	3	Fuji Ceramics Corporation
org_cdB9tmHoCPNMNz8VyZHR	2	Polynew, Inc.
org_cdbA0KR64WWTyUmja1OJ	3	Stanzwerk Wetter Sichelschmidt GmbH & Co. KG
org_cDBKkwWR8PTVQb39iTmI	2	Wilson Sporting Goods Co.
org_CdBpnPOSK9I6OZIBuRDr	3	Voss Automotive GmbH
org_CdCPbbO1J9NgKHIDWVpX	3	Sata Limited
org_cdCX32qfaeSOhU1ulngP	2	Biomodifying, LLC
org_CDF88mpDUHffLKo3R3dt	3	DH HOLDINGS CO., LTD.
org_cdfbrIOiJ9v9AfHhelcs	2	National Nail Corp.
org_CdfPiRK6nsTqK4Uty3cg	2	Vertical Tank, Inc.
org_cDfXFw4W4Q4yRKLtBb0k	2	Advanced Energy Industries, Inc.
org_cDFzRw7IlzpjShfxqgNv	3	NHK Spring Co., Ltd.
org_cDgB77xH8oWXeHNlBCJA	2	THERMOPEUTIX, INC.
org_CDGkFVualjXcYT7RNXYX	3	Tektronix International Sales GmbH
org_CDGpUq7vSx2Ljd8uiSbQ	2	Fraud Control Systems.Com Corporation
org_CDHC3EEjE7Af1NtkzK87	2	ZERODESKTOP, INC.
org_CdiKu6KxBzBdvAunKkXu	2	Aunigma Network Security Corp.
org_Cdim36cWw7IAAeZ9bZVv	2	La Pierres, Inc.
org_cDInZlb8FSGxHgATONyv	2	Multisorb Technologies, Inc.
org_CDIyKFJYTyeTu1a5p7cg	3	FTE automotive GmbH
org_CDjct10nHSUb1tDbF2oa	3	Volvo Aero Corporation
org_CdjdfjoH6jobPQSqXMcb	3	Teletech Customer Care Management (Ireland) Limited
org_cDjjLnbEhuzXxHN60Gkm	2	Martin Engineering Company
org_CDJons5bN0Ap9Tx6nQN1	2	Checkpoint Systems, Inc.
org_cDlAhwYS8zvQFjxwNmmX	2	GE Aviation Systems LLC
org_cdMIdPw7h9JKvNRVjbmn	3	Toyota Jidoha Kabushiki
org_CDmKZa4w96A6CBJg5dwK	2	Milan Soukup
org_CdMnzFyroeX3zYv2gqxj	2	Temple Therapeutics, Inc.
org_cdMtL94rnlgXqT3ZRakZ	2	CSP Technologies, Inc.
org_CdmWdOHuFcFsBMFUKRT4	3	Murakumo Corporation
org_cDn4ahLkuipfAAZSpHU4	3	Technobasics Software Inc.
org_CdnhMfwKjlfobeecbtLd	3	Shantou Hongqiao Packaging Industry Co., Ltd.
org_CDNzLhIsBEqgSvELR35Y	2	MSCI Inc.
org_CdOvpzsWyUXQ6aJSPgLi	2	Fiskars Brands, Inc.
org_CDpeM9YISuoK4xz0dzpV	3	Atmel Automotive GmbH
org_CDporaCz38t7iw7XUBhu	2	Zeutro LLC
org_Cdqv2IXUiAo2xl0vmeMl	3	Latitude Limited
org_CDrw2tfudRCEpP0eOcZY	2	Melnor, Inc.
org_CdsDN6ofUzuOzoKjSdgn	2	Ubimed, Inc.
org_cdtG2E5glSEmZOthn9ox	3	Schröder Maschinenbau KG
org_CDTr1U790hwT0Q4q8fBa	2	Rayne Guest
org_CDUPkSgmMQ7Ty1sUGGq1	3	HERLEV HOSPITAL
org_CDutymX7GZRBUPJwnjd4	3	ANTECY B.V.
org_cDvbLiIUzo6XX1S15PRp	2	Control Air Conditioning Corporation
org_cdvV2j2583wNiUoBZChC	3	Coriolis Composites
org_cdwEFqKudQVYajtb7JVz	2	MagicFire, Inc.
